epoch,lr-Adam,step,train/batch_size,train/cls_acc,train/cls_f1,train/cls_loss,train/cls_precision,train/cls_recall,train/loss,train/mat_loss,train/n_critical_max,train/rig_loss,val/cls_acc,val/cls_f1,val/cls_loss,val/cls_precision,val/cls_recall,val/loss,val/mat_f1,val/mat_loss,val/mat_precision,val/mat_recall,val/n_critical_max,val/rig_loss
,1e-06,0,,,,,,,,,,,,,,,,,,,,,,
0,,9,4.0,0.9823499917984009,0.9366099238395691,0.04369876906275749,0.9534751772880554,0.9211831092834473,19.072553634643555,4.043863296508789,892.0,14.984991073608398,,,,,,,,,,,,
0,,19,4.0,0.9884499907493591,0.9606891870498657,0.03615354746580124,0.963209331035614,0.958202064037323,28.1958065032959,4.268775939941406,953.0,23.89087677001953,,,,,,,,,,,,
0,,29,4.0,0.9869499802589417,0.8757017254829407,0.03377405181527138,0.8815526366233826,0.8700392246246338,11.514305114746094,4.191186904907227,216.0,7.289344310760498,,,,,,,,,,,,
0,,39,4.0,0.9818500280380249,0.9209944009780884,0.05500677600502968,0.9401252269744873,0.9036926031112671,38.311153411865234,4.382321357727051,905.0,33.87382507324219,,,,,,,,,,,,
0,,49,4.0,0.9865999817848206,0.9428266286849976,0.04044618457555771,0.9369667768478394,0.9488726258277893,8.447747230529785,3.0093278884887695,953.0,5.39797306060791,,,,,,,,,,,,
0,,59,4.0,0.990149974822998,0.92243492603302,0.027351025491952896,0.9369390606880188,0.9089316129684448,41.49955368041992,4.735695838928223,384.0,36.736507415771484,,,,,,,,,,,,
0,,69,4.0,0.9887499809265137,0.821085512638092,0.03809716925024986,0.9410619735717773,0.7536617517471313,5.774096488952637,4.053365230560303,194.0,1.682633876800537,,,,,,,,,,,,
0,,79,4.0,0.9865000247955322,0.9154459238052368,0.03612988442182541,0.9497941732406616,0.88640296459198,14.175551414489746,3.6430060863494873,714.0,10.496415138244629,,,,,,,,,,,,
0,,89,4.0,0.9860000014305115,0.8836663961410522,0.045310549437999725,0.9318485260009766,0.8457565307617188,6.2580246925354,4.309070587158203,367.0,1.9036434888839722,,,,,,,,,,,,
0,,99,4.0,0.991599977016449,0.8884838819503784,0.021337192505598068,0.9353916645050049,0.8510398268699646,5.656159400939941,3.9464378356933594,194.0,1.6883840560913086,,,,,,,,,,,,
0,,109,4.0,0.9836500287055969,0.9316912293434143,0.03986458480358124,0.9418737888336182,0.9220411777496338,27.872133255004883,4.360830783843994,575.0,23.471437454223633,,,,,,,,,,,,
0,,119,4.0,0.9868000149726868,0.9514185190200806,0.03356441110372543,0.9761886596679688,0.9295237064361572,13.062226295471191,3.527238130569458,933.0,9.501423835754395,,,,,,,,,,,,
