epoch,lr-Adam/pg1,lr-Adam/pg2,step,train/batch_size,train/cls_acc,train/cls_f1,train/cls_loss,train/cls_precision,train/cls_recall,train/loss,train/mat_loss,train/n_critical_max,train/rig_loss,val/cls_acc,val/cls_f1,val/cls_loss,val/cls_precision,val/cls_recall,val/loss,val/mat_f1,val/mat_loss,val/mat_precision,val/mat_recall,val/n_critical_max,val/rig_loss
,1e-06,9.999999999999999e-06,0,,,,,,,,,,,,,,,,,,,,,,
0,,,9,4.0,0.9824000000953674,0.9309961795806885,0.04118712618947029,0.9227297902107239,0.9396561980247498,12.37723445892334,3.8490729331970215,728.0,8.486974716186523,,,,,,,,,,,,
0,,,19,4.0,0.9881500005722046,0.9123475551605225,0.03091486729681492,0.9225412607192993,0.9026734828948975,7.510412693023682,4.11265230178833,288.0,3.3668456077575684,,,,,,,,,,,,
0,,,29,4.0,0.9904500246047974,0.9766692519187927,0.0270373597741127,0.9789209961891174,0.9744459390640259,5.540782451629639,3.186210870742798,977.0,2.3275341987609863,,,,,,,,,,,,
0,,,39,4.0,0.98294997215271,0.9217621088027954,0.04513081535696983,0.9303448796272278,0.9135637879371643,7.898588180541992,3.3196468353271484,656.0,4.533810615539551,,,,,,,,,,,,
0,,,49,4.0,0.9875500202178955,0.9711410999298096,0.03176971152424812,0.9819307327270508,0.9609975814819336,7.022076606750488,3.483630657196045,1234.0,3.506676197052002,,,,,,,,,,,,
0,,,59,4.0,0.984250009059906,0.9596112966537476,0.04243168234825134,0.9556980133056641,0.9636156558990479,86.13040161132812,4.036282062530518,848.0,82.05168914794922,,,,,,,,,,,,
0,,,69,4.0,0.9919499754905701,0.9527954459190369,0.021504972130060196,0.9675779342651367,0.939010500907898,5.148492813110352,3.4502484798431396,421.0,1.6767394542694092,,,,,,,,,,,,
0,,,79,4.0,0.9734500050544739,0.9214057326316833,0.07773111760616302,0.9196890592575073,0.9231405258178711,9.703042984008789,3.3876547813415527,944.0,6.237656593322754,,,,,,,,,,,,
0,,,89,4.0,0.9801499843597412,0.867184042930603,0.04370749741792679,0.850200891494751,0.8860985040664673,56.027217864990234,4.613406181335449,256.0,51.3701057434082,,,,,,,,,,,,
0,,,99,4.0,0.9909999966621399,0.9350791573524475,0.025701366364955902,0.953351616859436,0.9183348417282104,8.544839859008789,4.026548862457275,348.0,4.492588996887207,,,,,,,,,,,,
